folder_name,license_name
imsparsh_jobathon-analytics-vidhya_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
akinniyiakinwande_nigeria-agri-econ-indicators-1950-2023_ts,world-bank
kirbysasuke_house-price-prediction-simplified-for-regression_reg,CC0-1.0
alanjo_ssd-and-hdd-benchmarks_reg,CC0-1.0
altemiromar_apartments-in-almaty_reg,MIT
meharshanali_nvidia-stocks-data-2025_ts,CC0-1.0
thedevastator_daily-precipitation-indicator-summary-in-costa-r_ts,CC0-1.0
dheerajkr1a1a_ranchi-tomato-retail-prices-analysis_ts,CC0-1.0
drlove2002_tesla-stock-data-with-sentiment-and-indicators_ts,DbCL-1.0
stealthtechnologies_predict-student-performance-dataset_reg,apache-2.0
rumbleftw_natural-gas-prices_ts,Community Data License Agreement - Sharing - Version 1.0
lamerck_random-data_reg,CC0-1.0
yekenot_power-data-from-mesa-del-sol-microgrid_reg,CC0-1.0
stealthtechnologies_gdp-growth-of-australia_ts,world-bank
antoniobrych_exp-integrals_reg,CC0-1.0
mikeschmidtavemac_emailblog_class,ODC Public Domain Dedication and Licence (PDDL)
kingabzpro_world-vaccine-progress_ts,GPL-2.0
anubhavgoyal10_laptop-prices-dataset_reg,CC0-1.0
johnpendenque_olympic-medallists-from-2020-to-1996_class,MIT
hopesb_used-car-prediction_reg,CC-BY-NC-SA-4.0
stealthtechnologies_gdp-growth-of-african-countries_ts,U.S. Government Works
ayessa_salary-prediction-classification_class,Public Domain (CC0)
mexwell_nhanes-2017-2018-height-weight-data_reg,Attribution 4.0 International (CC BY 4.0)
whenamancodes_alcohol-effects-on-study_class,Attribution 4.0 International (CC BY 4.0)
zeeshier_student-admission-records_class,CC0-1.0
atulanandjha_temperature-readings-iot-devices_ts,GNU Lesser General Public License 3.0
kukuroo3_india-food-price-2000-2020_reg,CC0-1.0
oossiiris_machinehack-buyers-time-prediction-challenge_reg,CC0-1.0
iaasileperuma_usd-vs-lkr-stock-market-price-1979-2023_ts,CC0-1.0
krupalpatel07_google-stock-date_ts,apache-2.0
jinxzed_av-hacklive-guided-hackathon_class,GPL-2.0
yudhaislamisulistya_dataset-aroma-tahu-berfomalin_class,CC0-1.0
jimschacko_googles-last-20-years-stock-data_reg,CC0-1.0
keshananishshanka_bird-strike-train-set-cleaned_reg,CC-BY-SA-4.0
marquis03_afac2023-time-series-prediction-in-finance_reg,CC-BY-NC-SA-4.0
debajyotipodder_co2-emission-by-vehicles_reg,DbCL-1.0
umarzafar_pakistani-doctors-profiles-dataset_reg,CC-BY-SA-4.0
ramjasmaurya_remittance-from-2010-to-2020_reg,CC0-1.0
wisam1985_advanced-soybean-agricultural-dataset-2025_class,Attribution 4.0 International (CC BY 4.0)
bryanb_cac40-stocks-dataset_ts,CC0-1.0
jazidesigns_website-page-views-data_ts,apache-2.0
lduyhi_vietnam-real-time-weather-data_ts,CC0-1.0
erdemtaha_cancer-data_class,CC-BY-NC-SA-4.0
pooriamst_occupancy-detection_class,Attribution 4.0 International (CC BY 4.0)
aymanlafaz_moroccan-stock-prices_ts,CC0-1.0
mohannapd_linear-regression-sales-prediction-of-carseats_reg,CC0-1.0
threnjen_portland-housing-prices-sales-jul-2020-jul-2021_reg,CC0-1.0
prosperchuks_health-dataset_class,CC0-1.0
akshat0007_fetalhr_class,DbCL-1.0
sakshisatre_titanic-dataset_class,apache-2.0
joseph212_all-ufc-fight-outcomes_class,CC0-1.0
ebrahimhaquebhatti_pakistan-house-price-prediction_reg,CC0-1.0
usharengaraju_axial-age-dataset_class,CC-BY-NC-SA-4.0
hoangziet_gold-price-in-10-years_ts,MIT
rohanshetty678_air-traffic-data_class,CC0-1.0
walassetomaz_pisa-results-2000-2022-economics-and-education_reg,apache-2.0
jokerinthapack_income-gini-ratio-for-households-by-race_ts,U.S. Government Works
humairarana_crop-prices-dataset-of-pakistan_ts,CC0-1.0
felipepedraza02_open-championship-data_class,Community Data License Agreement - Permissive - Version 1.0
rcaz33_ai-4-industry-6tron-accelerometer-data_class,MIT
teertha_personal-loan-modeling_class,CC0-1.0
aymanlafaz_wind-energy-germany_ts,CC0-1.0
maharshipandya_-cryptocurrency-historical-prices-dataset_ts,ODbL-1.0
meruvulikith_codeforces-ratings-classification-and-regression_reg,MIT
itachiuchihc_smart-watch_reg,CC0-1.0
sanghamitradash_price-history-of-dow-jones-industrial-average_ts,apache-2.0
efatazher_empoliticon-political-speeches-context-and-emotion_class,Attribution 4.0 International (CC BY 4.0)
olegshpagin_unitedhealth-group-stock-price-prediction-dataset_ts,CC0-1.0
yashsharan_the-elec2-dataset_class,DbCL-1.0
clickfb_fifa-soccer-dataset_class,CC0-1.0
julienjta_nyc-taxi-traffic_ts,CC0-1.0
jtatman_fema-flood-risk_class,MIT
tadakasuryateja_nifty-50-stocks_ts,CC0-1.0
sahideseker_air-quality-prediction-dataset_reg,CC-BY-SA-4.0
sotiriskaragiannis_greeksuperleaguefixtures_class,GNU Lesser General Public License 3.0
erenakbulut_user-car-prices-barcelona-2022_reg,Attribution 4.0 International (CC BY 4.0)
ashishjangra27_nifty-50-25-yrs-data_reg,CC0-1.0
harshrajsahu007_cloud-classification-dataset_class,apache-2.0
ulrikthygepedersen_populations_ts,Attribution 4.0 International (CC BY 4.0)
mayankanand2701_oracle-stock-price-dataset_ts,MIT
shivanink8_used-cars-dataset_reg,CC0-1.0
uysalserkan_packt-books-dataset_class,Community Data License Agreement - Sharing - Version 1.0
ulrikthygepedersen_fastfood-nutrition_class,Attribution 4.0 International (CC BY 4.0)
shubhamdamai_ab-testing-analysis-facebook-vs-adword_ts,apache-2.0
thedevastator_predicting-credit-card-customer-attrition-with-m_class,CC0-1.0
chayanonc_1000-folk-stories-around-the-world_class,CC0-1.0
ahmedgaitani_comprehensive-clothes-price-dataset_reg,CC0-1.0
somyaagarwal69_gold-forecasting_ts,CC-BY-NC-SA-4.0
tashiib_grocery-price-index-tool_ts,CC0-1.0
ifteshanajnin_get-a-room-ml-hackathon-by-hackerearth_reg,CC0-1.0
jacklacey_skiing-hotels_reg,CC0-1.0
venubanaras_nse-defence-stocks-india_ts,CC0-1.0
madhuraatmarambhagat_jassids-prediction-dataset_reg,apache-2.0
renjiabarai_first-glance-dataset_class,apache-2.0
fujell_historical-transit-ridership-data_ts,MIT
ahmetzamanis_energy-consumption-and-pricing-trkiye-2018-2023_reg,CC-BY-SA-4.0
anshtanwar_metro-interstate-traffic-volume_reg,Attribution 4.0 International (CC BY 4.0)
rajatkumar30_monkeypox_ts,MIT
tejashvi14_travel-insurance-prediction-data_class,CC0-1.0
soumyodippal000_global-income-inequality-analysis1820-2022_ts,CC0-1.0
arnabchaki_laptop-price-prediction_reg,DbCL-1.0
samuelcortinhas_time-series-practice-dataset_ts,CC0-1.0
fatemehmehrparvar_breast-cancer-prediction_class,Attribution 4.0 International (CC BY 4.0)
gauravduttakiit_weather-in-aus_class,CC0-1.0
hussainkhasamwala_tata-motors-stock-price-5-years_ts,GNU Lesser General Public License 3.0
denkuznetz_housing-prices-regression_reg,apache-2.0
liamhealy_uk-write-off-timeseries-data_ts,apache-2.0
ybifoundation_crew-members_reg,MIT
vbmokin_phosphate-prediction-in-river-water_reg,Attribution 4.0 International (CC BY 4.0)
abhishek14398_salary-dataset-simple-linear-regression_reg,CC0-1.0
ianpetrustan_global-temperature-time-series_ts,ODC Public Domain Dedication and Licence (PDDL)
joebeachcapital_fortnite-statistics_class,CC0-1.0
devaanshpuri_ann-churn-modelling_class,apache-2.0
rushikeshhiray_yugioh-normal-monster-cards_class,CC0-1.0
omegasaransh12_reproductive-childhealthcare_class,CC0-1.0
jyotiprasadpal_historical-sales-data-on-daily-basis-of-a-company_ts,CC0-1.0
youneseloiarm_top-100-usa-companies_ts,CC0-1.0
trijalvijaykhade_titanic-test-csv_class,apache-2.0
arshadali12_food-prices-in-india_ts,CC0-1.0
chanchalagorale_employees-stress-level-dataset_class,CC0-1.0
ekayfabio_immigration-apprehended_ts,CC0-1.0
dheerajkr1a1a_shimla-potato-retail-prices-analysis_ts,CC0-1.0
eliasturk_world-happiness-based-on-cpi-20152020_reg,CC0-1.0
johnhillescobar1648_fdic-banks-assets-and-deposits-for-time-series_ts,U.S. Government Works
bhimashankar2336_retailvisits_class,apache-2.0
dhruvshan_vinfast-stock-data-all-time_ts,CC0-1.0
sahideseker_air-quality-prediction-dataset_ts,CC-BY-SA-4.0
shantanudhakadd_house-prediction-dataset_reg,CC0-1.0
michau96_internet-search-engine-worldwide_ts,CC-BY-SA-3.0
artemburenok_fundamental-stock-data_ts,DbCL-1.0
ahmedgaitani_air-conditioner-prices-dataset_reg,CC0-1.0
rendiputra_stunting-balita-detection-121k-rows_class,MIT
willianoliveiragibin_prodution-about-india_class,CC0-1.0
saeeddehghani_wine-quality-merged_reg,apache-2.0
sanlian_usd-try-currency_ts,CC0-1.0
mosemet_south-african-powerball-results-lottery_class,CC0-1.0
melodyyiphoiching_nyc-traffic-accidents_ts,Public Domain
tanzinabdul_bangla-movie-and-drama-comments-sentiment-dataset_class,CC-BY-SA-4.0
talhabu_bangladesh-weather-history_class,CC0-1.0
faizanhussain03_bharat-electronics-share-price-data_ts,apache-2.0
saivamsir_customer-churn_class,apache-2.0
isathyam31_forecasting-on-google-stocks_ts,GPL-2.0
kritikajainjain_wbc-data_class,GPL-2.0
sujithmandala_marketing-campaign-positive-response-prediction_class,CC-BY-SA-4.0
mukund23_hackerearth-machine-learning-challenge_reg,CC0-1.0
le0lewis_nhl-22-23-and-23-24-team-differentials-per-game_class,MIT
rafatashrafjoy_myocardial-infarction-complications_class,DbCL-1.0
shekharbanerjee_stubble-burning_ts,CC-BY-SA-4.0
ehababoelnaga_diabetes-dataset_class,apache-2.0
heidarmirhajisadati_ethereum-historical-data-2018-2024_ts,MIT
jvthunder_urban-traffic-flow-csv_reg,CC0-1.0
talhabu_gdp-history-of-bangladesh-from-1972-2022_ts,CC0-1.0
anmolkumar_machine-hack-melanoma-tumor-size-prediction_reg,CC0-1.0
nayanack_power-consumption_reg,CC0-1.0
mariooo3_snttusdt-minute-data-lifetime-to-2024-9-11_reg,apache-2.0
deepcontractor_miami-housing-dataset_reg,CC0-1.0
sandhyakrishnan02_latest-covid-19-dataset-worldwide_ts,CC-BY-SA-3.0
mdnurhossen_word-population_class,CC0-1.0
mhassansaboor_microsoft-stock-data-2010-2024_ts,CC0-1.0
afieif_mumbai-university-computer-engineering-sgpa_reg,DbCL-1.0
walimuhammadahmad_receipt-data_reg,apache-2.0
kevinahg_temperature-across-day_reg,apache-2.0
adilbhatti_bitcoin-and-fear-and-greed_ts,CC0-1.0
yaaryiitturan_pendigits_class,CC-BY-NC-SA-4.0
erevear_space-weather-solar-geomagnetic-indices_ts,CC0-1.0
jdaustralia_2024-us-presidential-election-odds_ts,CC0-1.0
ferrariboy4k_top5leagues_class,CC0-1.0
whenamancodes_meta-stock-market-analysis-founding-years_ts,ODbL-1.0
ulrikthygepedersen_real-interest-rate_ts,Attribution 4.0 International (CC BY 4.0)
d4rklucif3r_defaulter_class,DbCL-1.0
meastanmay_nbfi-vehicle-loan-repayment-dataset_class,CC0-1.0
ammarsahyoun_bike-rental-demand_ts,Open Database License (ODbL)
nunomvr_comercial5_class,MIT
pritsheta_diabetes-dataset_class,ODbL-1.0
harshdipsaha_kaggles_reg,MIT
rabieelkharoua_fictional-character-battle-outcome-prediction_class,Attribution 4.0 International (CC BY 4.0)
alexteboul_diabetes-health-indicators-dataset_class,CC0-1.0
chaozhuang_steel-fatigue-strength-prediction_reg,apache-2.0
computingvictor_monthly-trends-in-stack-overflow-questions_ts,apache-2.0
sahideseker_employee-attrition-prediction-dataset_class,CC-BY-SA-4.0
ehababoelnaga_anemia-types-classification_class,apache-2.0
wiseair_air-quality-in-milan-summer-2020_ts,CC-BY-NC-SA-4.0
dineshhvv17_btc-dataset_ts,MIT
stealthtechnologies_predict-purity-and-price-of-honey_reg,apache-2.0
sahideseker_youtube-video-popularity-prediction-dataset_reg,CC-BY-SA-4.0
hamidmahmoodpour_bama-iranian-car-price_reg,CC0-1.0
oossiiris_hackerearth-ml-solving-the-citizens-grievances_class,CC0-1.0
passwordclassified_can-humans-really-be-random_reg,CC0-1.0
zafish_consumer-loans_class,CC-BY-NC-SA-4.0
joebeachcapital_nhanes-age-prediction_reg,Attribution 4.0 International (CC BY 4.0)
iizawr_project-bodydata1_class,apache-2.0
tharakinfinity_energy-requirement-in-india_ts,CC0-1.0
hassinarman_diabetes-bangladesh_class,MIT
ulrikthygepedersen_diamonds_class,Attribution 4.0 International (CC BY 4.0)
apurboshahidshawon_weatherdatabangladesh_reg,CC0-1.0
antourk22ai1076_energyconsuption-csv_ts,apache-2.0
gabrielsantello_parts-manufacturing-industry-dataset_class,CC0-1.0
vizdom_customer-orders_class,CC0-1.0
fatihgulsen_covid19-world-report_ts,CC-BY-SA-4.0
kunalnehete_concrete-compressive-strength_reg,CC BY
pasanbhanuguruge_nasa-http-logs-dataset-processed-for-lstm-models_ts,apache-2.0
jarredpriester_rome-italy-weather-data_ts,CC0-1.0
shreyanshverma27_pizza-price-prediction-300-entries_reg,CC0-1.0
ardikasatria_datasettanamanpadisumatera_reg,CC0-1.0
vetrirah_ml-iot_ts,CC0-1.0
mohamedmoslemani_archetype-health-and-productivity-dataset_reg,apache-2.0
yasserh_air-passengers-forecast-dataset_ts,CC0-1.0
rkiattisak_salaly-prediction-for-beginer_reg,Attribution 4.0 International (CC BY 4.0)
sonukiller99_indian-stock-market-5-years-data_ts,CC0-1.0
dheerajkr1a1a_chennai-tomato-retail-prices-analysis_ts,CC0-1.0
mustafakeser4_bigquery-fintech-dataset_class,MIT
gauravtopre_credit-card-defaulter-prediction_class,Open Database License (ODbL)
amineamllal_california-poc_ts,Attribution 4.0 International (CC BY 4.0)
ignaciovinuales_battery-remaining-useful-life-rul_reg,CC0-1.0
arturdragunov_interview-project-solution-electricity-forecasting_reg,MIT
rabieelkharoua_predict-survival-of-patients-with-heart-failure_reg,Attribution 4.0 International (CC BY 4.0)
rimkomatic_programmable-web_class,MIT
yasserh_spamemailsdataset_class,CC0-1.0
rabieelkharoua_students-performance-dataset_class,Attribution 4.0 International (CC BY 4.0)
subhamp7_company-profit-and-expenditures_reg,DbCL-1.0
prasertk_historical-daily-oil-and-natural-gas-prices_ts,CC0-1.0
himanshunakrani_student-study-hours_reg,CC0-1.0
davidescobargarcia_viscosidad-y-densidad-liquido-ionico-bmimpf6_reg,MIT
joebeachcapital_vix-cboe-volatility-index_ts,ODC Public Domain Dedication and Licence (PDDL)
alanjo_ddr4-memory-benchmarks_reg,CC0-1.0
thaonguyentrang_vietnam-stock-returns-with-efficiency-scores-dea_reg,CC-BY-SA-4.0
kapturovalexander_activision-nintendo-ubisoft-ea-stock-prices_ts,CC0-1.0
ruchikakumbhar_power-consumption-prediction-dataset_reg,Attribution 4.0 International (CC BY 4.0)
waitasecant_delhi-ambient-air-quality-data_ts,MIT
tgamstaetter_articles_class,apache-2.0
pushpakhinglaspure_used-car-price-prediction_reg,ODbL-1.0
mueezuddin_tips-prediction_reg,MIT
joebeachcapital_medical-insurance-costs_reg,DbCL-1.0
marcopale_housing_reg,GPL-2.0
ahsan81_used-handheld-device-data_reg,CC0-1.0
arashnic_game-review-dataset_class,CC0-1.0
sohommajumder21_appliances-energy-prediction-data-set_reg,ODbL-1.0
podsyp_time-series-starter-dataset_reg,CC0-1.0
mayankanand2701_google-stock-price-dataset_ts,MIT
ulrikthygepedersen_pizza-place-sales_reg,Attribution 4.0 International (CC BY 4.0)
ishandutta_forest-fires-data-set-portugal_reg,DbCL-1.0
amirhosseinmirzaie_pistachio-types-detection_class,Community Data License Agreement - Sharing - Version 1.0
shalfey_extended-crab-age-prediction_reg,CC0-1.0
bvitos_electronic-music-features-202101-beatporttop100_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
muhammadharis4140_polymorphic-malware-dataset_class,CC0-1.0
whenamancodes_a-b-testing-randomized-experiment_class,CC0-1.0
arashnic_airbnb-listing-data_reg,CC0-1.0
soumilsuri_tata-motors-limited-historicaldata-currency-in-inr_reg,ODC Public Domain Dedication and Licence (PDDL)
abbasrianat_financial-loan-access-dataset_class,MIT
deepcontractor_car-price-prediction-challenge_reg,CC0-1.0
abrambeyer_openintro-possum_reg,CC0-1.0
josephassaker_covid19-global-dataset_ts,CC0-1.0
bhavikjikadara_wind-power-generated-data_reg,apache-2.0
scgupta_dataset-nifty50_ts,CC-BY-NC-SA-4.0
pradeepjangirml007_laptop-data-set_reg,Attribution 4.0 International (CC BY 4.0)
mayankanand2701_mastercard-stock-price-dataset_ts,MIT
arittrabag_synthetic-commodity-price-data-2015-2025_ts,MIT
sainideeshk_solar-panel-efficiency-prediction-dataset_reg,apache-2.0
arslaan5_explore-car-performance-fuel-efficiency-data_reg,GPL-3.0
kukuroo3_body-signal-of-smoking_class,CC0-1.0
supriyoain_real-estate-sales-2001-2020_reg,apache-2.0
dmaillie_sample-us-taxpayer-dataset_class,CC-BY-SA-4.0
ujjwalchowdhury_walmartcleaned_reg,CC0-1.0
agustinpugliese_ski-resort-data_class,CC0-1.0
joebeachcapital_cirrhosis-patient-survival-prediction_class,Attribution 4.0 International (CC BY 4.0)
muhakabartay_sloan-digital-sky-survey-dr16_class,CC-BY-SA-4.0
rabieelkharoua_air-quality-and-health-impact-dataset_class,Attribution 4.0 International (CC BY 4.0)
vaibhavnauriyal_slashing-prices_reg,GPL-2.0
vipin20_loan-application-data_class,CC0-1.0
jijagallery_fitlife-health-and-fitness-tracking-dataset_ts,CC0-1.0
mahabubr_search-engine-reformulated-queries-dataset_class,apache-2.0
joelmunson_mens-ncaab-reg-season-stats-and-scores-22-23-clean_reg,CC0-1.0
rockdeldiablo_sloan-digital-sky-survey-dr16-70k_class,CC0-1.0
mexwell_grass-pollen-forecasting_reg,MIT
gabrielabilleira_football-manager-2022-player-data_reg,CC0-1.0
aneerbansaha_rainfallpredict_class,MIT
julnazz_diabetes-health-indicators-dataset_class,CC0-1.0
yashpaloswal_esigning-of-loanbased-on-financial-history_class,DbCL-1.0
leonidasliao_apartment-prices-every-hour_ts,DbCL-1.0
ruchikakumbhar_obesity-prediction_class,Attribution 4.0 International (CC BY 4.0)
imranurabid_historical-btc-prices-01052021-31082021_ts,CC0-1.0
reihanenamdari_breast-cancer_class,Attribution 4.0 International (CC BY 4.0)
suddharshan_historical-stock-price-of-10-popular-companies_reg,CC0-1.0
fernandolima23_classification-in-asteroseismology_class,CC0-1.0
aagambshah_bajajfinserv-dataset_ts,MIT
derekwayne_titanic-crew_class,CC0-1.0
omrfrk125_cleaned-sport-car-prices-dataset_reg,Attribution 4.0 International (CC BY 4.0)
mitesh58_bollywood-movie-dataset_class,CC0-1.0
drmurataltun_antalya-muratpaa-daire-kira-cretleri-2024-ocak_reg,MIT
rm1000_dengue-cases-in-puerto-rican-cities_reg,CC0-1.0
jarredpriester_napa-valley-weather-data_ts,CC0-1.0
krishanukalita_fmcg-sales-demand-forecasting-and-optimization_ts,CC0-1.0
jovanezhou_time-series-illegal-activity-load-metrics_class,apache-2.0
felsal_ibovespa-stocks_ts,GPL-2.0
ravi20076_playgrounds3e26fe_class,Community Data License Agreement - Sharing - Version 1.0
alexkhr_atlassian-stocks-price-from-2019-to-2024-10-31_ts,CC0-1.0
syedjaferk_crops-arrivalprice-dataset-india-344-crops_ts,CC0-1.0
amit1235813_new-zealand-environmental-tax-19992020_ts,CC-BY-SA-4.0
sachinsarkar_deloitte-hackathon_class,CC0-1.0
billbasener_hyperspectral-library-of-agricultural-crops-usgs_class,U.S. Government Works
sagarbanik_phishing-url-binary-datatset_class,Attribution 4.0 International (CC BY 4.0)
undersc0re_flight-delay-and-causes_reg,Community Data License Agreement - Sharing - Version 1.0
neupane9sujal_crypto-prices_ts,Community Data License Agreement - Sharing - Version 1.0
sandhyakrishnan02_united-states-covid19-vaccinations_ts,CC-BY-SA-3.0
sudarshan24byte_online-food-dataset_class,MIT
salmanfaroz_coronavirus-india-tamilnadu-district-wise-dataset_ts,CC0-1.0
nourajo_quantum-computing-companies-stock-data_reg,CC0-1.0
miadul_asthma-synthetic-medical-dataset_class,apache-2.0
gcreatives_impact-of-covid-19-on-working-professionals_class,CC-BY-SA-4.0
jsrojas_user-ott-consumption-profile-2019_class,Attribution 4.0 International (CC BY 4.0)
jillanisofttech_brain-tumor_class,ODC Public Domain Dedication and Licence (PDDL)
rabieelkharoua_predict-smart-home-device-efficiency-dataset_class,Attribution 4.0 International (CC BY 4.0)
thedevastator_predictive-analysis-for-euromillions-lottery-dra_ts,CC0-1.0
alainashinde_srsno-avg2_class,apache-2.0
yasserh_employee-salaries-datatset_reg,CC0-1.0
ishansurana1234_tweets-dataset-for-cyberattack-detection_class,CC-BY-SA-4.0
ireddragonicy_netflix-clean_class,MIT
henriupton_wind-solar-electricity-production_ts,EU ODP Legal Notice
ruchikakumbhar_concrete-strength-prediction_reg,Attribution 4.0 International (CC BY 4.0)
kamilgasek_height-and-weight-25000-records_reg,GNU Lesser General Public License 3.0
simonezappatini_body-fat-extended-dataset_reg,ODbL-1.0
mujtabamatin_recipe-dataset-ingredients-and-cooking-insights_class,apache-2.0
rahmasleam_breast-cancer_class,apache-2.0
caseyw_ohio-weather-and-electricity-demand_reg,MIT
ashishgup_netflix-rotten-tomatoes-metacritic-imdb_class,CC0-1.0
letslive_alpha-thalassemia-dataset_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
ochid7_time-series-data-weekly_ts,CC-BY-NC-SA-4.0
prathamtripathi_drug-classification_class,CC0-1.0
sambhavsg_housing-prices-for-indian-cities_reg,CC0-1.0
srinivasanusuri_ethereum-historical-data-from-2018-to-2024_ts,CC0-1.0
piyushagni5_monthly-sales-of-french-champagne_ts,DbCL-1.0
jecs89_geometric-figures-dataset_class,GPL-2.0
shantanuss_iris-flower-dataset_class,CC0-1.0
jainaru_cheese-across-the-world_class,CC0-1.0
milapgohil_urbantrace-lifestyle-and-pollution-insights_reg,apache-2.0
simronw_tesla-stock-data-2024_ts,CC0-1.0
nayanack_water-probability_class,CC0-1.0
architsharma01_loan-approval-prediction-dataset_class,MIT
bonginstates_personal-loan-prediction_class,CC0-1.0
mdnurhossen_marksheet_reg,apache-2.0
dnkumars_industrial-equipment-monitoring-dataset_class,apache-2.0
supriyoain_real-estate-sales-2001-2020_ts,apache-2.0
rabieelkharoua_predicting-hiring-decisions-in-recruitment-data_class,Attribution 4.0 International (CC BY 4.0)
meetnagadia_coco-cola-stock-data-19622021_ts,DbCL-1.0
yuyawakita_gunsai-touge-gnss-dataset_ts,MIT
mmakarovlab_serbia-car-sales-prices_reg,MIT
pratmo_dominos-pizza-stock-data_ts,CC0-1.0
meetnagadia_share-price-of-top-electric-car-company_ts,DbCL-1.0
vikramxd_microdensity-processed_ts,CC0-1.0
sohaibmoradi_almond-types-classification_class,CC0-1.0
yasserh_titanic-dataset_class,CC0-1.0
adamwurdits_finland-norway-and-sweden-weather-data-20152019_ts,CC0-1.0
talhabarkaatahmad_mobile-phones-specs-and-price-pakistan-sept-2023_reg,CC0-1.0
undersc0re_predict-the-churn-risk-rate_class,CC0-1.0
kevinahg_bitcoin-market-value_reg,apache-2.0
timmate_avocado-prices-2020_ts,ODbL-1.0
mhassansaboor_netflix-stock-dataset-2010-2024_ts,CC0-1.0
sukhmansaran_used-cars-prices-cars-24_reg,apache-2.0
saloni1712_co2-emissions_ts,DbCL-1.0
damienanaba_job-title-with-category-and-seniority_class,MIT
vineethakkinapalli_citibike-bike-sharingnewyork-cityjan-to-apr-2021_reg,CC0-1.0
mukund23_predict-the-genetic-disorder_class,CC0-1.0
mexwell_simulated-motorcycle-accident_reg,CC0-1.0
aliaamiri_titanic-passengers-and-crew-complete-list_class,CC0-1.0
juniorbertrand_african-air-quality-prediction-challenge_reg,MIT
anantsakhare_rental-price-of-indias-it-capital-pune-mh-ind_reg,CC0-1.0
milanzdravkovic_pharma-sales-data_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
rishitsaraf_fast-food-restaurant-chain_ts,MIT
patrickfleith_daily-sunspots-dataset_ts,Attribution 4.0 International (CC BY 4.0)
meetnagadia_netflix-stock-price-data-set-20022022_reg,ODbL-1.0
pranabroy94_seismic-bumps-data-set_class,CC BY
shaikmohammedzubair_mobile-phone-prices_reg,CC0-1.0
rahulverma07_linear-regression-house-price-prediction_reg,apache-2.0
denkuznetz_food-delivery-time-prediction_reg,apache-2.0
kaiser14_network-anomaly-dataset_ts,apache-2.0
anthonykirby_temperature-uniformitychamber-mapping_ts,CC0-1.0
tanshihjen_aids-clinical-trials_class,DbCL-1.0
subhajournal_credit-card-fraud-dataset_class,GPL-2.0
juhibhojani_car-rating_reg,Community Data License Agreement - Sharing - Version 1.0
suyashlakhani_apple-stock-prices-20152020_ts,CC0-1.0
mrlucasfischer_bertembedded-spam-messages_class,ODbL-1.0
akshayramakrishnan28_hotel-risk-classification-dataset_class,MIT
mcarujo_portugal-proprieties-rent-buy-and-vacation_reg,CC0-1.0
ranasabrii_simple-diabetes-dataset_class,apache-2.0
manishkc06_startup-success-prediction_class,CC0-1.0
anandy07_impact-of-tariffs-on-product-pricing_reg,apache-2.0
brsdincer_orbitclassification_class,DbCL-1.0
ivyfiecas_demographics-of-filipino-emmigrants-2015-2020_class,CC0-1.0
mayankanand2701_microsoft-stock-price-dataset_ts,MIT
sambelkacem_covid19-algeria-and-world-dataset_ts,Attribution 4.0 International (CC BY 4.0)
nikhilmahajan29_crop-production-statistics-india_reg,CC0-1.0
thomaswrightanderson_thames-water-daily-sewage-spills_reg,CC0-1.0
rafsunahmad_best-country-to-live-in-2024_reg,world-bank
gracehephzibahm_gender-by-name_class,CC-BY-NC-SA-4.0
conorsully1_credit-score_class,CC0-1.0
uom200694g_topological-features-extracted-kandy-digana-route_reg,CC0-1.0
sohommajumder21_appliances-energy-prediction-data-set_ts,ODbL-1.0
opamusora_linear-dataset-for-tests_reg,CC0-1.0
ulrikthygepedersen_airlines-delay_class,Attribution 4.0 International (CC BY 4.0)
prathamjyotsingh_netflix-vs-disney_ts,apache-2.0
muhammadshahidazeem_customer-churn-dataset_class,GPL-2.0
supriyoain_water-quality-data_ts,apache-2.0
rabieelkharoua_alzheimers-disease-dataset_class,Attribution 4.0 International (CC BY 4.0)
dawerty_cleaned-daytrading-training-data_class,CC0-1.0
majedalhulayel_tomtom_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
elakiricoder_jiffs-house-price-prediction-dataset_reg,CC0-1.0
olegshpagin_amazoncom-stock-price-prediction-dataset_ts,CC0-1.0
anandshaw2001_netflix-movies-and-tv-shows_class,CC0-1.0
idiaye_scaled-iris-dataset-100k-rows_class,apache-2.0
alanchn31_stroke-mortality_class,Public Domain
uom190346a_water-quality-and-potability_class,apache-2.0
henryshan_amazon-survey-coupon-recommendation-dataset_class,apache-2.0
nevildhinoja_e-commerce-sales-prediction-dataset_reg,CC0-1.0
mohidabdulrehman_ultimate-car-price-prediction-dataset_reg,CC0-1.0
tarandeep97_dogecoin-historical-data20172021_ts,CC0-1.0
raihansoniwala_btc-10-years-price-data-20122021_ts,CC0-1.0
adarsh0806_influencer-merchandise-sales_ts,apache-2.0
hemachandiranmurugan_iris-dataset_class,apache-2.0
himanshunakrani_naive-bayes-classification-data_class,CC0-1.0
samayashar_large-language-models-comparison-dataset_reg,CC0-1.0
bhaveshg20_beginner-dataset-for-classification-and-regression_reg,apache-2.0
yakhyojon_automatidata_reg,CC0-1.0
parisrohan_credit-score-classification_class,CC0-1.0
mexwell_image-sentiment-polarity_class,CC0-1.0
aounraza_material-lifespan-prediction-dataset_reg,apache-2.0
